"visit_date","time_spent_homepage_sec","clicked_article","clicked_like","clicked_share"
2017-01-23,45.7457535563236,0,0,0
2017-01-23,61.5626531034671,1,0,0
2017-01-23,63.9467583043602,0,1,0
2017-01-23,42.7783358852348,0,0,0
2017-01-23,58.223434269645,1,0,0
2017-01-23,71.9432040243786,1,0,0
2017-01-23,57.7828570946609,1,0,0
2017-01-23,41.5511743189251,0,0,0
2017-01-23,53.7615193231033,0,1,0
2017-01-23,57.0020540886637,0,0,1
2017-01-23,75.63963385389,1,0,1
2017-01-23,68.0484707032005,0,0,0
2017-01-23,54.0420825449184,1,0,0
2017-01-23,57.9077380220384,0,0,0
2017-01-23,55.4350029754977,1,0,0
2017-01-23,48.3654420809727,0,0,0
2017-01-23,49.1802078497768,1,1,0
2017-01-23,47.0282433735494,0,1,0
2017-01-23,49.4549040281861,1,1,0
2017-01-23,46.8917664102221,0,0,0
2017-01-23,59.3487566744716,0,0,0
2017-01-23,47.1065812628419,0,0,0
2017-01-23,47.7593170583971,0,0,1
2017-01-23,64.710334788483,0,0,0
2017-01-23,51.2520174550759,1,0,0
2017-01-23,69.1588345762075,0,0,0
2017-01-23,44.5552486645046,1,0,0
2017-01-23,62.1312442529785,0,0,0
2017-01-23,69.423809107188,0,0,0
2017-01-23,63.1231989205524,1,0,0
2017-01-23,63.4443618025403,1,0,0
2017-01-23,61.2200187515596,0,0,0
2017-01-23,64.1274497930944,1,0,0
2017-01-23,65.9340891426086,1,0,0
2017-01-23,47.6062374101839,0,0,0
2017-01-23,65.1658493957812,0,0,0
2017-01-23,62.9203747204481,0,1,0
2017-01-23,76.3215833653393,0,0,0
2017-01-23,62.2604827132041,0,0,0
2017-01-23,54.033367697518,1,1,0
2017-01-23,56.3932615225789,0,0,0
2017-01-23,46.0336089106603,0,0,0
2017-01-23,40.2500670155712,0,0,0
2017-01-23,65.137901171247,1,0,0
2017-01-23,42.9394708735295,0,0,0
2017-01-23,55.4998066457912,0,0,0
2017-01-23,49.2787135460613,0,1,0
2017-01-23,63.0195915055319,1,0,0
2017-01-23,72.2404232976812,1,0,1
2017-01-23,64.3680633919083,1,1,0
2017-01-23,72.5456825155823,1,0,0
2017-01-23,42.0813200636661,0,0,0
2017-01-23,55.9669043966495,1,0,0
2017-01-23,53.9187694015394,0,1,0
2017-01-23,55.949499954836,1,0,0
2017-01-23,63.6110513468702,1,0,0
2017-01-23,52.0640372390802,0,0,0
2017-01-23,58.6659806727673,0,0,0
2017-01-23,52.4805150829585,1,1,0
2017-01-23,48.1719857636442,0,1,0
2017-01-23,45.1037190314482,1,0,0
2017-01-23,51.0962733490631,1,0,0
2017-01-23,50.1363653995071,0,0,0
2017-01-23,69.9986409887767,0,0,0
2017-01-23,43.1877207608483,0,0,0
2017-01-23,52.9783506097313,0,0,0
2017-01-23,54.17726796273,0,0,0
2017-01-23,44.7672291729184,1,0,1
2017-01-23,69.6724738417809,1,0,0
2017-01-23,69.570475900028,0,0,0
2017-01-23,61.5024241619309,1,0,0
2017-01-23,49.2623403708305,1,0,0
2017-01-23,49.3144324269219,0,0,0
2017-01-23,66.2525586436779,0,1,0
2017-01-23,51.9753154885142,0,0,0
2017-01-23,57.484608127541,1,0,0
2017-01-23,66.2139732140096,0,0,0
2017-01-23,59.3696734304373,0,0,0
2017-01-23,47.8255719397141,0,1,0
2017-01-23,58.0009838065387,0,0,0
2017-01-23,54.9951804463743,1,0,0
2017-01-23,64.3369137938104,0,1,0
2017-01-23,65.6979305317647,0,0,0
2017-01-23,44.2372336526273,0,1,0
2017-01-23,79.0131684080983,1,0,1
2017-01-23,64.8185960684326,1,0,0
2017-01-23,72.5088121796103,1,0,0
2017-01-23,43.4306145447122,0,0,0
2017-01-23,76.9604274680688,0,0,0
2017-01-23,41.1556990456767,1,0,0
2017-01-23,62.4154590373258,1,0,0
2017-01-23,60.727495842844,0,0,1
2017-01-23,76.5812517327564,1,0,0
2017-01-23,51.8676333305994,0,0,0
2017-01-23,84.5459248383565,0,0,0
2017-01-23,53.7994284791781,0,0,0
2017-01-23,53.3570078020353,1,0,0
2017-01-23,65.0547191449214,0,0,1
2017-01-23,65.8117656761527,1,0,0
2017-01-23,48.6541476651622,0,0,0
2017-01-23,56.5380637332078,0,0,0
2017-01-23,61.1242511958666,0,1,0
2017-01-23,71.5962385733073,0,0,0
2017-01-23,43.2818101230643,0,0,0
2017-01-23,62.924648499005,0,0,0
2017-01-23,67.5652887276363,1,0,1
2017-01-23,53.3151554602803,0,1,0
2017-01-23,60.3117390406873,1,0,0
2017-01-23,53.0464601329699,1,0,0
2017-01-23,47.1713943223944,0,0,0
2017-01-23,55.859619007391,1,0,0
2017-01-23,40.6087121214682,1,0,0
2017-01-23,41.9886827793619,0,1,0
2017-01-23,76.6639104639656,0,0,0
2017-01-23,52.3826852751441,0,0,0
2017-01-23,52.9636952688117,1,0,1
2017-01-23,78.2236190183769,1,0,0
2017-01-23,46.3889766247401,1,1,0
2017-01-23,46.5950694322663,0,0,0
2017-01-23,41.9497330341291,1,0,0
2017-01-23,63.6136848638873,0,0,0
2017-01-23,59.2594509452755,1,1,0
2017-01-23,58.0095516071693,0,0,0
2017-01-23,54.8421930704151,1,0,1
2017-01-23,51.6166171941166,0,0,0
2017-01-23,61.2742280459259,1,1,0
2017-01-23,59.5203226990613,1,0,0
2017-01-23,71.8306558046867,1,0,0
2017-01-23,45.148549353073,0,0,0
2017-01-23,58.7405479608048,1,0,0
2017-01-23,61.0318830684577,0,0,0
2017-01-23,52.126710724666,1,0,0
2017-01-23,73.5313114708578,0,0,0
2017-01-23,78.1153755418162,1,0,0
2017-01-23,70.3426870314326,1,0,0
2017-01-23,70.9853176009306,0,0,0
2017-01-23,75.1826713805738,0,0,0
2017-01-23,66.9708053240567,0,0,0
2017-01-23,68.7532126541768,1,1,0
2017-01-23,52.4795189860295,0,0,0
2017-01-23,54.65109404118,0,0,0
2017-01-23,54.8086429013607,1,0,0
2017-01-23,53.5666143492806,1,1,0
2017-01-23,45.269214870353,0,0,0
2017-01-23,75.0047489274377,1,0,0
2017-01-23,66.4330922419516,0,0,0
2017-01-23,48.9664340784484,1,0,1
2017-01-23,45.8450124411679,1,0,0
2017-01-23,51.1598884320066,0,0,0
2017-01-23,58.160825506379,1,0,0
2017-01-23,52.3573821745141,0,0,0
2017-01-23,63.1900553901592,1,0,0
2017-01-23,55.1666907970405,1,0,0
2017-01-23,44.520340541416,1,0,0
2017-01-23,46.7867614543735,0,0,0
2017-01-23,59.7535908685385,0,0,0
2017-01-23,51.6473094394736,0,0,0
2017-01-23,55.2875634927377,0,1,0
2017-01-23,59.3178996110551,1,0,0
2017-01-23,73.1196498889037,0,1,0
2017-01-23,49.7371816357298,0,0,0
2017-01-23,75.392305464126,0,1,0
2017-01-23,55.519854102412,0,0,0
2017-01-23,52.6437953717411,0,1,0
2017-01-23,55.5222356933842,0,0,0
2017-01-23,53.610061777355,0,0,0
2017-01-23,49.4517026510501,0,0,0
2017-01-23,54.9596311732261,0,0,0
2017-01-23,82.8443217631154,1,0,0
2017-01-23,57.4679372165231,1,0,0
2017-01-23,72.8833100633944,1,0,0
2017-01-23,62.1668845112618,0,1,0
2017-01-23,62.5732140225494,0,0,0
2017-01-23,73.7074073270106,0,0,0
2017-01-23,71.2440305021729,0,1,0
2017-01-23,66.3559473708324,0,0,0
2017-01-23,66.6881691573103,1,0,0
2017-01-23,50.6818350999769,0,0,1
2017-01-23,52.6226594257643,0,0,0
2017-01-23,54.022323523453,1,1,0
2017-01-23,46.6238262767417,1,1,0
2017-01-23,46.998102321037,0,0,0
2017-01-23,59.3442128006999,0,0,1
2017-01-23,37.1550670629849,1,1,0
2017-01-23,56.8614695310628,0,0,0
2017-01-23,64.1208908371464,0,0,0
2017-01-23,57.5579003512055,1,0,0
2017-01-23,67.6271717716712,1,0,0
2017-01-23,55.1072028481295,0,0,0
2017-01-23,58.2491388913237,1,0,0
2017-01-23,56.9872058620932,0,0,0
2017-01-23,54.6332804246908,0,0,0
2017-01-23,49.0951317367894,1,0,0
2017-01-23,56.9576029544433,0,0,0
2017-01-23,58.8334598796283,1,0,0
2017-01-23,57.8330634320037,1,0,0
2017-01-23,65.1669566019301,1,0,0
2017-01-23,71.9392880241778,0,1,0
2017-01-23,52.1441748938018,0,0,0
2017-01-23,66.6902549977522,0,0,0
2017-01-23,69.3655588854437,1,0,0
2017-01-23,63.7208633720294,1,1,0
2017-01-23,70.5301494056215,1,1,0
2017-01-23,69.1733018576935,0,0,0
2017-01-23,43.669383779853,0,0,0
2017-01-23,71.1360426620511,0,1,0
2017-01-23,50.7397035931823,1,1,0
2017-01-23,40.1320747661623,0,0,0
2017-01-23,55.8201783235262,0,0,0
2017-01-23,47.0385274369391,1,0,0
2017-01-23,69.2449316601353,0,0,0
2017-01-23,73.6848869198417,0,1,0
2017-01-23,53.7087060616476,0,0,0
2017-01-23,56.0479877154601,1,0,0
2017-01-23,38.5058310101942,0,1,0
2017-01-23,62.3494037194267,0,0,0
2017-01-23,50.1433754895731,1,0,0
2017-01-23,53.9655271779033,0,0,0
2017-01-23,56.3868281752535,0,0,0
2017-01-23,68.6474582852144,1,0,0
2017-01-23,40.9159825778173,0,0,0
2017-01-23,67.3177563043715,0,1,0
2017-01-23,43.8436564625674,0,0,0
2017-01-23,53.3127452198695,0,1,0
2017-01-23,68.3597711228501,0,0,0
2017-01-23,55.9727133963445,0,1,0
2017-01-23,53.3834794095213,1,0,0
2017-01-23,62.5260662332082,0,0,0
2017-01-23,71.4626531372383,0,0,0
2017-01-23,52.0616163433765,0,1,0
2017-01-23,78.1660491553783,1,0,0
2017-01-23,43.6090280620485,0,0,0
2017-01-23,74.2700498278324,0,0,0
2017-01-23,87.1025458470774,0,1,0
2017-01-23,67.1889270926868,0,0,0
2017-01-24,52.1682562688791,0,1,0
2017-01-24,73.8324224564901,1,0,0
2017-01-24,66.6863419044834,0,1,0
2017-01-24,59.636976619715,0,0,0
2017-01-24,72.5650673286749,0,0,0
2017-01-24,57.162919016834,1,0,0
2017-01-24,64.6156698391702,0,0,0
2017-01-24,67.2761656543046,1,0,0
2017-01-24,50.0203209886548,0,0,0
2017-01-24,59.1308106901553,1,0,0
2017-01-24,43.8757115869974,0,0,0
2017-01-24,46.7351570953739,1,0,0
2017-01-24,70.7812325634794,1,0,0
2017-01-24,60.0954311384324,1,1,0
2017-01-24,45.3971310950529,1,0,0
2017-01-24,50.2544496514702,0,0,0
2017-01-24,61.5484541621969,0,0,0
2017-01-24,70.4616370136725,1,0,0
2017-01-24,56.0725685711842,1,0,0
2017-01-24,51.8888446727131,1,1,0
2017-01-24,57.8389275488814,0,0,1
2017-01-24,67.4875954635092,0,0,0
2017-01-24,69.2650225847743,0,0,0
2017-01-24,45.9341314398115,1,0,0
2017-01-24,62.0380131413907,0,0,0
2017-01-24,48.1189731152342,0,1,0
2017-01-24,61.1218892389819,1,0,0
2017-01-24,67.943316013317,0,1,0
2017-01-24,61.0928780205961,1,0,0
2017-01-24,58.4548010736885,1,0,0
2017-01-24,72.5967706827364,1,0,0
2017-01-24,46.4583590014927,0,0,0
2017-01-24,68.2207070692066,0,0,0
2017-01-24,41.8259271939722,1,0,0
2017-01-24,60.054964943982,0,0,0
2017-01-24,54.0149941084873,1,0,0
2017-01-24,51.7915217081498,0,0,0
2017-01-24,73.167908895603,1,0,1
2017-01-24,49.282763503274,1,0,0
2017-01-24,49.6244143998249,0,0,0
2017-01-24,38.7286020767699,1,0,1
2017-01-24,74.3643093692211,1,0,0
2017-01-24,56.0269082563583,0,0,0
2017-01-24,46.0180229275118,1,0,0
2017-01-24,53.6139067405938,1,1,0
2017-01-24,47.8329796717061,1,0,0
2017-01-24,65.1524031663548,0,0,0
2017-01-24,52.7670287363715,0,0,0
2017-01-24,51.0933909964166,1,1,0
2017-01-24,52.7449684472629,1,0,0
2017-01-24,72.7835993743628,1,1,0
2017-01-24,73.6933765480333,0,1,0
2017-01-24,51.9681010072396,0,0,0
2017-01-24,71.1842192099893,0,0,0
2017-01-24,67.0687833373241,1,0,0
2017-01-24,67.286031961746,1,1,0
2017-01-24,35.3825863758445,0,0,0
2017-01-24,45.9870269855666,1,1,0
2017-01-24,62.0983657061865,1,0,0
2017-01-24,66.1863358095894,0,1,0
2017-01-24,59.5279517914527,1,0,0
2017-01-24,59.586122010466,1,0,0
2017-01-24,59.1302289814064,1,0,0
2017-01-24,40.5436986251822,1,0,0
2017-01-24,39.3992230104868,0,0,0
2017-01-24,58.110818738236,1,0,0
2017-01-24,61.4945146110087,1,0,0
2017-01-24,79.3072460028149,0,0,0
2017-01-24,58.0288461327353,1,0,0
2017-01-24,77.8222381258678,0,1,0
2017-01-24,64.0013903627596,0,0,0
2017-01-24,55.7182178097172,1,0,1
2017-01-24,58.185415089877,1,0,0
2017-01-24,51.8736866444954,1,0,0
2017-01-24,44.4057385611956,1,1,0
2017-01-24,45.9326220994786,0,1,0
2017-01-24,74.997675865215,0,0,0
2017-01-24,59.8224499455038,0,0,0
2017-01-24,41.6183229261695,1,0,0
2017-01-24,41.3004838308838,0,0,0
2017-01-24,27.6108988512331,1,0,0
2017-01-24,49.5780283111715,0,0,0
2017-01-24,31.7119193086919,0,0,0
2017-01-24,50.54622776357,0,0,0
2017-01-24,59.0103710206925,1,0,0
2017-01-24,64.0014185622288,0,1,1
2017-01-24,51.5667629684758,1,0,0
2017-01-24,67.7652400830016,0,0,0
2017-01-24,81.9873032064427,1,0,0
2017-01-24,72.7662918752014,0,0,0
2017-01-24,62.5606745258667,0,0,0
2017-01-24,57.8584681502484,0,0,0
2017-01-24,73.5550354658448,0,0,0
2017-01-24,44.9902145795324,0,0,0
2017-01-24,59.9979368289683,1,0,0
2017-01-24,88.7071098964052,1,0,0
2017-01-24,63.4268459988176,0,0,0
2017-01-24,56.0521063785912,1,0,0
2017-01-24,52.9279114242977,0,0,0
2017-01-24,67.7740288424404,1,0,0
2017-01-24,60.5658875784497,1,0,0
2017-01-24,61.4411018858448,0,0,0
2017-01-24,38.923313998866,1,0,0
2017-01-24,54.5083854805645,1,0,0
2017-01-24,51.3771338076627,0,1,0
2017-01-24,59.5830037441767,1,1,0
2017-01-24,55.7561255639513,0,0,0
2017-01-24,71.6373619665165,1,0,0
2017-01-24,58.1073553410491,1,0,0
2017-01-24,77.7132614386069,1,0,0
2017-01-24,61.9364315897351,1,0,1
2017-01-24,53.3145354400996,0,0,0
2017-01-24,43.9166802569327,1,0,0
2017-01-24,40.1398381741302,0,0,0
2017-01-24,56.3430963294191,1,0,0
2017-01-24,64.7019597563327,0,0,0
2017-01-24,45.389641443438,1,0,0
2017-01-24,60.8195523978783,1,1,1
2017-01-24,45.4469230991647,1,0,0
2017-01-24,48.5611149299271,0,1,0
2017-01-24,64.6024675587569,1,0,0
2017-01-24,55.9463862185451,0,0,0
2017-01-24,62.4429555095773,1,0,0
2017-01-24,76.1322936278322,1,0,0
2017-01-24,65.4725827986928,0,0,0
2017-01-24,54.2971356831834,0,1,0
2017-01-24,67.5232607176335,0,0,0
2017-01-24,66.1912720744157,1,0,1
2017-01-24,79.3433965230343,0,0,0
2017-01-24,66.2879174947932,0,0,0
2017-01-24,55.5936428839852,1,1,0
2017-01-24,63.6175062835299,1,1,0
2017-01-24,71.6152167597476,0,1,0
2017-01-24,60.9551342383029,1,0,0
2017-01-24,42.7377267168653,0,0,0
2017-01-24,65.7060935971544,1,0,0
2017-01-24,69.2905216915241,0,0,0
2017-01-24,47.398217643813,0,0,0
2017-01-24,67.1977447226327,1,0,0
2017-01-24,60.4869971026666,0,0,0
2017-01-24,44.9690186973058,0,0,0
2017-01-24,51.2657288647061,0,0,0
2017-01-24,50.492303271896,1,0,0
2017-01-24,49.2595485601513,1,0,0
2017-01-24,56.7753926849295,1,0,1
2017-01-24,73.4164892403438,1,0,0
2017-01-24,67.2934212390084,0,0,0
2017-01-24,76.904994431235,1,0,0
2017-01-24,40.3011060959781,1,1,0
2017-01-24,52.2925239335905,0,0,0
2017-01-24,57.4578384911066,1,0,0
2017-01-24,55.2498956316608,1,1,0
2017-01-24,49.6125094839778,0,0,0
2017-01-24,47.9080281336493,1,1,0
2017-01-24,62.7949223227816,1,0,0
2017-01-24,65.0949243379073,0,0,0
2017-01-24,66.5044049188236,0,0,0
2017-01-24,63.8255898311816,1,0,0
2017-01-24,48.6943804749801,1,0,0
2017-01-24,56.4105136762345,1,0,0
2017-01-24,50.7444135405363,0,0,0
2017-01-24,50.2513047698785,0,0,0
2017-01-24,54.0520431948674,0,0,0
2017-01-24,64.6698904185465,0,0,0
2017-01-24,80.6377826672284,0,0,0
2017-01-24,55.7836979802491,1,0,0
2017-01-24,56.7723613856528,0,0,0
2017-01-24,59.4725101028404,0,0,0
2017-01-24,62.0607257917462,1,0,0
2017-01-24,43.2370062722776,0,0,0
2017-01-24,50.3780669626931,1,0,0
2017-01-24,54.2118093266592,0,0,0
2017-01-24,48.2769377226765,0,0,0
2017-01-24,51.0316979732178,1,0,0
2017-01-24,33.2698834123524,0,0,0
2017-01-24,76.0359628910226,1,0,0
2017-01-24,56.4682007234625,1,0,0
2017-01-24,55.9399196156297,1,0,0
2017-01-24,52.8928515114997,1,0,0
2017-01-24,51.1966954441407,0,0,0
2017-01-24,58.7212259878398,1,0,0
2017-01-24,62.6232531904137,1,0,0
2017-01-24,63.3790419948408,0,0,0
2017-01-24,48.5748570530554,1,0,0
2017-01-24,43.9469279132413,0,0,0
2017-01-24,70.3129113568906,1,0,0
2017-01-24,70.6977355545183,0,0,0
2017-01-24,51.2100921168468,0,1,0
2017-01-24,37.6371504136537,0,0,0
2017-01-24,71.1004036183406,1,0,0
2017-01-24,60.6685537671242,0,0,0
2017-01-24,67.159716975596,0,0,0
2017-01-24,49.9275981388942,1,0,0
2017-01-24,66.0174810651839,1,1,0
2017-01-24,55.2387146774914,0,1,1
2017-01-24,57.8186042169444,1,0,0
2017-01-24,62.7079448147269,0,0,0
2017-01-24,49.5251267043064,1,0,0
2017-01-24,55.1088814943212,1,0,0
2017-01-24,55.5706603128223,0,0,0
2017-01-24,72.9363456365172,0,0,0
2017-01-24,47.6004803068973,0,1,0
2017-01-24,69.1073992244899,1,0,1
2017-01-24,48.655868594442,0,1,0
2017-01-24,56.1721340506989,0,0,0
2017-01-24,82.9566885976389,1,0,0
2017-01-24,52.3352156147259,1,1,0
2017-01-24,42.9283644152646,1,0,0
2017-01-24,58.7822636731171,1,1,0
2017-01-24,57.9211014080143,0,0,0
2017-01-24,48.0325800417235,1,0,0
2017-01-24,64.4194567120024,0,0,0
2017-01-24,46.1038897637203,1,0,0
2017-01-24,53.2099752062824,0,0,0
2017-01-24,59.0257999943323,0,0,0
2017-01-24,52.3811798465725,0,0,0
2017-01-24,71.505703217913,0,0,0
2017-01-24,42.7710191591186,0,0,0
2017-01-24,58.1840736936716,1,1,0
2017-01-24,72.4615262044094,0,0,0
2017-01-24,67.6604020625637,1,0,0
2017-01-24,47.7198762505195,0,1,0
2017-01-24,55.7476009360452,0,0,0
2017-01-24,58.6918379182222,0,1,0
2017-01-24,58.9847904438042,0,0,0
2017-01-24,50.1904849892619,1,0,0
2017-01-24,54.894593262049,0,0,0
2017-01-24,49.986455293727,1,0,0
2017-01-24,67.2759932243005,0,0,0
2017-01-24,52.7069857945699,0,0,0
2017-01-24,56.3216064288089,1,0,0
2017-01-24,62.5050943460742,0,1,1
2017-01-24,61.6862103529795,1,0,0
2017-01-24,55.213856678934,1,0,0
2017-01-24,54.7362588342595,1,0,0
2017-01-24,58.7418131687204,0,0,0
2017-01-24,58.7608249634432,0,0,0
2017-01-24,62.2159330117093,0,0,0
2017-01-24,68.6854380197709,1,0,0
2017-01-24,59.8580995975392,0,0,0
2017-01-24,49.3233993431427,1,0,0
2017-01-24,57.0224252819172,1,1,0
2017-01-24,54.9848542219565,1,0,0
2017-01-24,54.7724502375268,0,1,0
2017-01-24,64.7055844840148,1,0,1
2017-01-24,51.4369929162334,0,0,0
2017-01-24,70.8803808313166,1,0,0
2017-01-24,56.7538445232255,1,0,0
2017-01-24,71.6467785780457,1,0,0
2017-01-24,56.2247471717244,0,0,0
2017-01-24,57.9040356369575,0,0,0
2017-01-24,47.5535894974561,1,0,0
2017-01-24,58.5712929351426,0,0,0
2017-01-24,57.0449371404141,0,1,0
2017-01-24,58.6583062429495,0,0,0
2017-01-24,63.7067158102723,1,1,0
2017-01-24,70.3122912448524,0,0,0
2017-01-24,59.6332717263057,0,1,0
2017-01-24,64.9818028395652,1,0,1
2017-01-24,81.290497590398,0,0,0
2017-01-24,39.7291489977078,1,0,0
2017-01-24,67.2137790471594,0,1,0
2017-01-24,63.4501944423747,1,0,0
2017-01-24,53.6750073490677,1,0,0
2017-01-24,67.0915082147201,1,0,0
2017-01-24,48.3068994942078,1,0,0
2017-01-24,50.8220673621215,1,0,0
2017-01-24,64.4999094356116,0,0,0
2017-01-24,72.6229128515399,0,1,0
2017-01-24,54.6663866877503,1,0,0
2017-01-24,48.4711234515707,0,0,0
2017-01-24,79.0595025592656,1,0,0
2017-01-24,78.8443004485007,1,0,0
2017-01-24,74.2487972027057,0,0,0
2017-01-24,49.8553824627949,1,0,0
2017-01-24,69.1853185171123,1,0,0
2017-01-24,56.0003594143726,0,0,0
2017-01-24,75.4527226729012,1,0,0
2017-01-24,34.2014158156505,1,1,0
2017-01-24,55.1904083457605,1,0,0
2017-01-24,82.0085297909511,0,0,0
2017-01-24,55.5460773108601,1,0,0
2017-01-24,60.7482062027018,0,0,0
2017-01-24,50.1464173665167,1,0,0
2017-01-24,68.5841027930539,0,0,0
2017-01-24,59.5751154077283,0,0,0
2017-01-24,67.0210957104979,0,0,0
2017-01-24,69.4013583943421,1,0,0
2017-01-24,52.7681195057257,1,0,0
2017-01-24,48.3532280231135,1,0,0
2017-01-24,56.8757693076295,0,0,1
2017-01-24,88.0386224506798,1,0,0
2017-01-24,66.3206893679483,0,0,0
2017-01-24,64.8483150236499,0,0,0
2017-01-24,64.7684249297282,0,0,0
2017-01-24,66.8970966636155,1,0,0
2017-01-24,77.8410417933855,0,0,0
2017-01-24,72.6969595325456,1,0,0
2017-01-24,62.1254856062412,0,1,1
2017-01-24,70.2491880022965,0,0,0
2017-01-24,65.8777590895672,1,0,0
2017-01-24,57.3751522103916,0,0,0
2017-01-24,59.0166270667592,0,0,0
2017-01-24,62.8263704788307,1,1,0
2017-01-24,50.4842807357543,1,0,0
2017-01-24,66.7369215211043,0,0,0
2017-01-24,60.1060980177441,1,1,0
2017-01-24,30.7581824008659,0,0,0
2017-01-24,70.1499683311729,1,0,0
2017-01-24,73.4934496071234,0,1,1
2017-01-24,70.2456222224984,0,1,0
2017-01-24,41.2983117949813,0,0,0
2017-01-24,62.8471063871893,1,0,0
2017-01-24,56.0511093443302,1,0,0
2017-01-24,68.3713322129911,0,0,0
2017-01-24,58.3567229519656,0,0,0
2017-01-24,55.8552702519471,0,0,0
2017-01-24,49.5638176748842,1,0,1
2017-01-24,49.0318093313595,1,0,0
2017-01-24,71.0671562351491,1,0,0
2017-01-24,53.1409657147797,1,0,0
2017-01-24,36.6513692294626,1,0,0
2017-01-24,70.191028953475,1,0,0
2017-01-24,53.2320220758901,1,0,0
2017-01-24,74.1220097847567,0,0,0
2017-01-24,42.4422851092327,1,0,0
2017-01-24,65.5844815885905,0,0,0
2017-01-24,71.4518725267121,0,1,0
2017-01-24,70.0790395496452,0,0,0
2017-01-24,66.7081730443233,1,0,0
2017-01-24,61.603266531393,0,0,0
2017-01-24,51.0858224719426,0,0,0
2017-01-24,68.7076266578385,1,0,0
2017-01-24,61.2831126568183,0,0,0
2017-01-24,56.8588229958148,0,0,0
2017-01-24,66.3841338409291,0,1,0
2017-01-24,55.4594463932143,0,0,0
2017-01-24,63.0424748961793,1,0,0
2017-01-24,53.2302183192908,0,1,0
2017-01-24,69.6531296631499,0,1,1
2017-01-24,75.8686036100534,1,0,0
2017-01-24,76.4383408179828,0,0,0
2017-01-24,56.0462156515317,1,0,0
2017-01-24,49.9806162280484,1,0,0
2017-01-24,42.9781981123136,1,0,0
2017-01-24,63.7172445739103,0,1,0
2017-01-24,76.5849636803367,1,0,0
2017-01-24,65.1208882132909,1,1,0
2017-01-24,73.1507099730316,0,0,1
2017-01-24,55.7626811342134,1,0,0
2017-01-24,56.8743230958472,1,0,0
2017-01-24,43.9889857125,0,0,0
2017-01-24,53.9434303438774,1,0,0
2017-01-24,36.2540239281032,0,0,0
2017-01-24,63.9583028248286,1,0,0
2017-01-24,55.2622022977309,0,1,1
2017-01-24,78.51154678041,1,0,0
2017-01-24,50.7954305856144,1,1,0
2017-01-24,62.9244323702925,0,0,0
2017-01-24,61.169803012363,1,0,0
2017-01-24,46.1930540176759,0,1,0
2017-01-24,50.6280077060912,0,0,0
2017-01-24,58.5034262515878,1,0,0
2017-01-24,53.1932728899794,1,0,0
2017-01-24,61.9924735305826,1,0,0
2017-01-24,57.6268831397578,1,0,0
2017-01-24,43.5512891319505,0,1,0
2017-01-24,59.6839996096768,1,0,0
2017-01-24,72.5372420318877,1,1,0
2017-01-24,61.9323406382385,1,1,0
2017-01-24,82.3164239319756,1,0,0
2017-01-24,38.5781554116405,1,0,0
2017-01-24,60.0936949262057,1,1,0
2017-01-24,57.1005368053908,1,0,0
2017-01-24,50.2073307102068,0,0,0
2017-01-24,69.3764469587315,1,0,0
2017-01-24,74.0456433960542,1,0,0
2017-01-24,62.9269552243982,1,0,1
2017-01-24,47.7129533634167,1,0,0
2017-01-24,60.0299145237291,1,1,0
2017-01-24,37.4442047380229,0,1,0
2017-01-24,44.6960901221178,1,0,0
2017-01-24,63.4891939145805,1,0,0
2017-01-24,51.3611891160626,0,1,0
2017-01-24,55.650667674015,1,0,0
2017-01-24,66.8398553213749,1,0,0
2017-01-24,62.5937885465943,1,0,0
2017-01-24,56.2594106280781,0,0,0
2017-01-24,57.550492966252,1,0,0
2017-01-24,59.8398819757727,1,0,0
2017-01-24,53.0558632796892,1,1,0
2017-01-24,63.8801983267883,1,0,0
2017-01-24,42.0523836555697,1,1,0
2017-01-24,52.5417759583978,0,0,0
2017-01-24,56.061736793963,0,0,0
2017-01-24,61.2883664232945,1,0,0
2017-01-24,47.0149820707236,1,1,0
2017-01-24,59.7729565424632,1,0,0
2017-01-24,57.8958649853544,0,0,0
2017-01-24,55.4073507352256,1,0,0
2017-01-24,60.562329710167,0,0,0
2017-01-24,66.3936999615447,0,0,0
2017-01-24,70.0470836873153,0,0,0
2017-01-24,58.8282489757076,0,0,0
2017-01-24,51.5057280786366,1,0,0
2017-01-24,67.599413317593,1,0,0
2017-01-24,39.1996656009898,0,0,0
2017-01-24,68.982075814845,0,0,0
2017-01-24,62.4547372611318,1,0,0
2017-01-24,57.9556686659657,1,1,0
2017-01-24,72.1038590978388,0,0,0
2017-01-24,59.3246178625874,0,0,0
2017-01-24,68.4058528397839,1,0,0
2017-01-24,60.5744159025674,1,1,0
2017-01-24,48.8635001521835,0,1,0
2017-01-24,59.2755336281905,0,0,0
2017-01-24,61.626906450927,0,1,0
2017-01-24,57.3107301571862,1,1,0
2017-01-24,62.073306653847,1,0,1
2017-01-24,71.7841725523005,1,0,0
2017-01-24,38.9617138294559,1,1,0
2017-01-24,64.8635505477555,0,0,0
2017-01-24,64.4611640357172,0,0,0
2017-01-24,68.0616226089746,1,0,0
2017-01-24,57.9877106157339,1,0,0
2017-01-24,55.660777992347,1,0,0
2017-01-24,81.771226797658,1,1,0
2017-01-24,62.3659117397621,1,0,0
2017-01-24,76.8554558019593,1,0,0
2017-01-24,59.0335643466299,1,0,0
2017-01-24,51.3281142411729,0,0,0
2017-01-24,49.5064546386577,0,0,0
