"visit_date","condition","time_spent_homepage_sec","clicked_article","clicked_like","clicked_share","article_published"
2018-02-02,"tools",59.5832818336727,1,0,0,"no"
2018-02-02,"tools",60.0616884894654,1,0,0,"no"
2018-02-02,"tools",59.2768386483145,1,0,0,"no"
2018-02-02,"tools",61.907117987915,1,0,0,"no"
2018-02-02,"tools",60.3372880673372,0,0,0,"no"
2018-02-02,"tools",60.3631204245681,0,0,0,"no"
2018-02-02,"tools",59.7507403875023,1,0,0,"no"
2018-02-02,"tools",59.9110873570286,1,0,0,"no"
2018-02-02,"tools",58.9646151897324,0,0,0,"no"
2018-02-02,"tools",60.7118893296437,1,0,0,"no"
2018-02-02,"tools",59.5529543946985,1,0,0,"no"
2018-02-02,"tools",60.5401355444987,0,0,0,"no"
2018-02-02,"tools",60.9020663994979,1,0,0,"no"
2018-02-02,"tools",58.6410554942766,1,0,0,"no"
2018-02-02,"tools",59.5892419761067,1,0,0,"no"
2018-02-02,"tools",60.9479185298546,0,0,0,"no"
2018-02-02,"tools",59.2155982298694,1,0,0,"no"
2018-02-02,"tools",59.2142083348393,1,0,0,"no"
2018-02-02,"tools",59.914230171766,0,0,0,"no"
2018-02-02,"tools",60.4884006667347,0,0,0,"no"
2018-02-02,"tools",58.2172561766901,0,0,0,"no"
2018-02-02,"tools",61.253221780561,0,0,0,"no"
2018-02-02,"tools",59.5864018340435,1,0,0,"no"
2018-02-02,"tools",57.5855883369606,1,0,0,"no"
2018-02-02,"tools",62.2062963721172,0,0,0,"no"
2018-02-02,"tools",60.4488998582159,1,0,0,"no"
2018-02-02,"tools",59.6978883975322,1,0,0,"no"
2018-02-02,"tools",59.2117490748599,1,0,0,"no"
2018-02-02,"tools",60.5921977800484,0,0,0,"no"
2018-02-02,"tools",58.876238661681,1,0,0,"no"
2018-02-02,"tools",59.623967085498,1,0,1,"no"
2018-02-02,"tools",60.5351116505845,1,0,0,"no"
2018-02-02,"tools",60.0562770071244,0,0,0,"no"
2018-02-03,"tips",59.7625804488484,0,0,0,"no"
2018-02-03,"tips",60.1055419262772,1,0,0,"no"
2018-02-03,"tips",60.9107730275562,0,1,0,"no"
2018-02-03,"tips",60.9356583824839,1,0,0,"no"
2018-02-03,"tips",61.3667359101309,1,0,0,"no"
2018-02-03,"tips",61.1927675039365,0,0,0,"no"
2018-02-03,"tips",61.3295289175274,1,0,0,"no"
2018-02-03,"tips",62.6883675180674,1,0,0,"no"
2018-02-03,"tips",58.5705659662534,0,1,0,"no"
2018-02-03,"tips",62.1791358963065,0,1,0,"no"
2018-02-03,"tips",60.0547887562281,1,0,0,"no"
2018-02-03,"tips",60.4918477426662,0,0,0,"no"
2018-02-03,"tips",59.0517722177526,1,0,0,"no"
2018-02-03,"tips",58.1203180818168,1,0,0,"no"
2018-02-03,"tips",57.6393496698416,1,0,0,"no"
2018-02-03,"tips",60.2905143311654,0,1,0,"no"
2018-02-03,"tips",59.2966381996125,1,0,0,"no"
2018-02-03,"tips",61.428962021265,1,0,0,"no"
2018-02-03,"tips",60.1263713059433,0,0,0,"no"
2018-02-03,"tips",61.4782719715788,0,0,0,"no"
2018-02-03,"tips",59.7539932838206,1,0,0,"no"
2018-02-03,"tips",57.3115639851901,1,0,0,"no"
2018-02-03,"tips",61.1862642127053,1,0,0,"no"
2018-02-03,"tips",60.1581999238458,1,0,0,"no"
2018-02-03,"tips",60.4566243787694,1,0,0,"no"
2018-02-03,"tips",59.6935911648341,1,0,0,"no"
2018-02-03,"tips",61.2036523411144,0,0,0,"no"
2018-02-03,"tips",60.0119608721898,0,0,0,"no"
2018-02-03,"tips",58.5224941402845,0,0,0,"no"
2018-02-03,"tips",60.5729298066902,1,0,0,"no"
2018-02-03,"tips",60.5704003640844,1,0,0,"no"
2018-02-03,"tips",58.8542393893464,1,0,0,"no"
2018-02-03,"tips",59.3723836463614,1,0,0,"no"
2018-02-03,"tips",59.3279441679082,1,1,0,"no"
2018-02-03,"tips",59.7149248919667,1,0,0,"no"
2018-02-03,"tips",58.8686853861409,1,0,0,"no"
2018-02-03,"tips",61.0925877109924,1,0,0,"no"
2018-02-03,"tips",59.3436355366483,1,0,0,"no"
2018-02-03,"tips",60.7739329860131,1,0,0,"no"
2018-02-03,"tips",60.4390170176888,0,0,0,"no"
2018-02-03,"tips",59.2294432514542,1,0,0,"no"
2018-02-03,"tips",60.4938557174034,1,0,0,"no"
2018-02-03,"tips",60.1611557630329,1,0,0,"no"
2018-02-03,"tips",61.5544898884007,0,0,0,"no"
2018-02-03,"tips",60.9609477006627,1,0,0,"no"
2018-02-03,"tips",60.5004816194476,0,0,0,"no"
2018-02-03,"tips",58.4150907069244,0,1,0,"no"
2018-02-03,"tips",60.0392004753689,1,0,0,"no"
2018-02-03,"tips",61.0827558263439,0,0,0,"no"
2018-02-03,"tips",59.7266713608309,0,0,0,"no"
2018-02-03,"tips",60.7543299690928,1,0,0,"no"
2018-02-03,"tips",61.3530108030079,1,0,0,"no"
2018-02-03,"tips",58.9667040281178,1,0,0,"no"
2018-02-03,"tips",60.2233554528599,0,0,0,"no"
2018-02-03,"tips",58.6683816052364,0,0,0,"no"
2018-02-03,"tips",59.9518236235964,1,1,0,"no"
2018-02-03,"tips",59.015174119566,0,0,0,"no"
2018-02-03,"tips",60.575183779457,0,0,0,"no"
2018-02-03,"tips",58.5879321426395,1,0,0,"no"
2018-02-03,"tips",59.7181578684346,1,0,0,"no"
2018-02-03,"tips",61.7137574645362,1,1,0,"no"
2018-02-03,"tips",59.6058071404636,0,0,0,"no"
2018-02-03,"tips",61.5007235695569,1,0,0,"no"
2018-02-03,"tips",60.7481438266764,0,0,0,"no"
2018-02-03,"tips",59.3130004022893,1,0,0,"no"
2018-02-03,"tips",59.8858980997413,0,0,0,"no"
2018-02-03,"tips",57.9952163443918,0,0,0,"no"
2018-02-03,"tips",60.9082763103543,0,0,0,"no"
2018-02-03,"tips",60.6688289889777,1,0,0,"no"
2018-02-03,"tips",59.6690419462937,0,0,1,"no"
2018-02-03,"tips",60.2287230720404,1,0,0,"no"
2018-02-03,"tips",61.4912650899982,0,1,0,"no"
2018-02-03,"tips",59.9161048085937,1,0,0,"no"
2018-02-03,"tips",59.5221240983914,0,1,0,"no"
2018-02-03,"tips",61.4478928604673,0,0,0,"no"
2018-02-03,"tips",59.5722241141175,1,0,0,"no"
2018-02-03,"tips",60.5009467625299,0,0,0,"no"
2018-02-03,"tips",60.5929441810723,1,0,0,"no"
2018-02-03,"tips",59.5865309222163,1,0,0,"no"
2018-02-03,"tips",60.773028745858,0,0,0,"no"
2018-02-03,"tips",60.7992396569656,1,0,0,"no"
2018-02-03,"tips",57.5636925453559,1,0,0,"no"
2018-02-03,"tips",61.1118527747345,0,0,0,"no"
2018-02-03,"tips",59.1959678927715,1,0,0,"no"
2018-02-03,"tips",59.4651279041968,1,0,0,"no"
2018-02-03,"tips",60.7460395000635,1,1,0,"no"
2018-02-03,"tips",59.0650275051437,1,0,0,"no"
2018-02-03,"tips",60.2319563097827,1,0,0,"no"
2018-02-03,"tips",60.894114694608,1,0,0,"no"
2018-02-03,"tips",59.4982987054117,0,0,0,"no"
2018-02-03,"tips",58.7752527955714,0,0,0,"no"
2018-02-03,"tips",58.5849707029422,0,0,0,"no"
2018-02-03,"tips",60.5619349728901,0,0,0,"no"
2018-02-03,"tips",58.3574561734835,1,0,0,"no"
2018-02-03,"tips",60.862230487894,1,0,1,"no"
2018-02-03,"tips",59.9965064493918,0,0,0,"no"
2018-02-03,"tips",60.2864738287459,0,1,0,"no"
2018-02-03,"tips",60.2463547067994,1,0,0,"no"
2018-02-03,"tips",59.6766042673158,1,0,0,"no"
2018-02-03,"tips",59.2792301326061,1,0,0,"no"
2018-02-03,"tips",60.1798794877704,1,0,0,"no"
2018-02-03,"tips",60.0420436225025,0,0,0,"no"
2018-02-03,"tips",59.5568142241076,0,0,0,"no"
2018-02-03,"tips",59.8351842213906,1,0,0,"no"
2018-02-03,"tips",61.3962729681432,1,0,0,"no"
2018-02-03,"tips",59.4997318613836,1,1,0,"no"
2018-02-03,"tips",59.0343762254215,1,0,0,"no"
2018-02-03,"tips",60.3144832135993,0,0,0,"no"
2018-02-03,"tips",58.9537640639359,0,0,0,"no"
2018-02-03,"tips",58.922287624687,0,0,0,"no"
2018-02-03,"tips",61.7123865310568,0,1,0,"no"
2018-02-03,"tips",60.6656976243823,0,1,0,"no"
2018-02-03,"tips",59.5755391795499,1,0,0,"no"
2018-02-03,"tips",60.349200645785,1,0,0,"no"
2018-02-03,"tips",60.5906727571052,1,0,0,"no"
2018-02-03,"tips",60.4686252458061,1,0,0,"no"
2018-02-03,"tips",60.6814152011404,0,0,0,"no"
2018-02-03,"tips",58.9920860980468,0,0,0,"no"
2018-02-03,"tips",59.6887820683113,0,0,0,"no"
2018-02-03,"tips",58.3962472618466,0,1,0,"no"
2018-02-03,"tips",60.2590309150163,1,0,0,"no"
2018-02-03,"tips",58.1871229519863,1,0,0,"no"
2018-02-03,"tips",59.8953576348577,1,0,0,"no"
2018-02-03,"tips",59.3115565068922,1,0,0,"no"
2018-02-03,"tips",59.4353190439003,1,1,0,"no"
2018-02-03,"tips",61.053636567361,0,1,0,"no"
2018-02-03,"tips",59.0321949734767,0,1,0,"no"
2018-02-03,"tips",59.6101597882053,1,0,0,"no"
2018-02-03,"tips",59.9477488045251,1,0,0,"no"
2018-02-03,"tips",60.9964925889027,1,0,0,"no"
2018-02-03,"tips",57.8613095034177,0,0,0,"no"
2018-02-03,"tips",59.556885850645,0,0,0,"no"
2018-02-03,"tips",60.880596974014,0,0,0,"no"
2018-02-03,"tips",61.7963444792874,1,0,0,"no"
2018-02-03,"tips",60.159879760354,1,0,0,"no"
2018-02-03,"tips",58.7844477896298,1,0,0,"no"
2018-02-03,"tips",61.4378213812931,1,0,0,"no"
2018-02-03,"tips",59.7230864732217,1,0,0,"no"
2018-02-03,"tips",59.8810476114868,1,0,0,"no"
2018-02-03,"tips",59.3418335273834,1,0,0,"no"
2018-02-03,"tips",60.7022536249492,0,0,0,"no"
2018-02-03,"tips",59.7038847661816,1,0,0,"no"
2018-02-03,"tips",60.6983654744948,0,0,0,"no"
2018-02-03,"tips",59.73288403611,1,0,0,"no"
2018-02-03,"tips",58.7347204633545,0,0,0,"no"
2018-02-03,"tips",57.6069598280693,0,0,0,"no"
2018-02-03,"tips",58.9067662253696,0,0,0,"no"
2018-02-03,"tips",59.8431444615788,0,0,0,"no"
2018-02-03,"tips",59.3296848809534,1,1,0,"no"
2018-02-03,"tips",60.0354149457605,1,0,1,"no"
2018-02-03,"tips",59.3237113986746,0,0,0,"no"
2018-02-03,"tips",60.8455797164346,0,0,0,"no"
2018-02-03,"tips",60.2951486531563,0,0,0,"no"
2018-02-03,"tips",60.002493322272,1,0,0,"no"
2018-02-03,"tips",59.7215175048201,1,1,0,"no"
2018-02-03,"tips",61.2769207079958,1,0,0,"no"
2018-02-03,"tips",60.2490004040642,0,0,0,"no"
2018-02-03,"tips",61.0790285650742,1,0,0,"no"
2018-02-03,"tips",60.2604452804239,0,0,0,"no"
2018-02-03,"tips",61.2747625961209,1,0,0,"no"
2018-02-03,"tips",59.1545125246281,0,0,0,"no"
2018-02-03,"tips",59.6866989055618,1,1,0,"no"
2018-02-03,"tips",62.2261368613957,1,0,0,"no"
2018-02-03,"tips",58.9252702274569,0,0,0,"no"
2018-02-03,"tips",58.5940339780063,0,1,0,"no"
2018-02-03,"tips",60.115861175886,1,0,0,"no"
2018-02-03,"tips",61.5113818983343,0,0,0,"no"
2018-02-03,"tips",60.6672583271614,1,0,0,"no"
2018-02-03,"tips",59.5330268045185,0,1,0,"no"
2018-02-03,"tips",58.8075855656218,0,1,1,"no"
2018-02-03,"tips",59.3333373499455,0,0,0,"no"
2018-02-03,"tips",59.8250133961293,1,0,0,"no"
2018-02-03,"tips",61.1274706459728,1,0,0,"no"
2018-02-03,"tips",59.4269566558716,1,0,0,"no"
2018-02-03,"tips",58.7754182914496,1,0,1,"no"
2018-02-03,"tips",60.2018944790631,1,0,0,"no"
2018-02-03,"tips",59.0060553300947,1,0,0,"no"
2018-02-03,"tips",60.0476929468846,0,1,0,"no"
2018-02-03,"tips",60.1838231027781,1,0,0,"no"
2018-02-03,"tips",60.4779984056328,1,0,0,"no"
2018-02-03,"tips",60.9560995464831,0,0,0,"no"
2018-02-03,"tips",58.6312333076843,1,0,0,"no"
2018-02-03,"tips",60.2359669897751,0,0,0,"no"
2018-02-03,"tips",60.8711642834237,0,1,0,"no"
2018-02-03,"tips",60.5378120218749,1,0,0,"no"
2018-02-03,"tips",61.3456636917706,1,0,0,"no"
2018-02-03,"tips",59.5110102002389,1,0,0,"no"
2018-02-03,"tips",60.881196967776,0,0,0,"no"
2018-02-03,"tips",61.6608154414637,0,1,0,"no"
2018-02-03,"tips",58.1197559049616,1,1,0,"no"
2018-02-03,"tips",58.838235195352,0,0,0,"no"
2018-02-03,"tips",60.0866460113669,1,0,0,"no"
2018-02-03,"tips",60.4978990902956,1,0,0,"no"
2018-02-03,"tips",62.0425399423007,1,0,0,"no"
2018-02-03,"tips",59.708540083266,1,0,0,"no"
2018-02-03,"tips",59.8130589856275,0,0,0,"no"
2018-02-03,"tips",60.110301748972,1,0,0,"no"
2018-02-03,"tips",63.2576035781181,1,0,0,"no"
2018-02-03,"tips",58.9253763951679,1,1,0,"no"
2018-02-03,"tips",60.5904772551087,0,0,0,"no"
2018-02-03,"tips",60.1995245071815,1,0,0,"no"
2018-02-03,"tips",59.5981619465372,1,0,0,"no"
2018-02-03,"tips",60.4288306889744,1,1,0,"no"
2018-02-03,"tips",59.4216962338604,0,0,0,"no"
2018-02-03,"tips",61.5597943951177,0,0,0,"no"
2018-02-03,"tips",57.0588543313441,1,0,0,"no"
2018-02-03,"tips",60.140914286413,0,0,0,"no"
2018-02-03,"tips",60.9116744996084,0,0,0,"no"
2018-02-03,"tips",59.3956416258697,1,0,0,"no"
2018-02-03,"tips",59.8265327454637,1,0,0,"no"
2018-02-03,"tips",60.2243265505883,1,0,0,"no"
2018-02-03,"tips",59.980406733069,1,0,0,"no"
2018-02-03,"tips",58.4747254205898,1,0,0,"no"
2018-02-03,"tips",59.743562589118,0,0,0,"no"
2018-02-03,"tips",61.3667052858998,1,0,0,"no"
2018-02-03,"tips",60.628820085947,0,0,0,"no"
2018-02-03,"tips",60.4441080878414,1,1,0,"no"
2018-02-03,"tips",58.7367205171648,1,0,0,"no"
2018-02-03,"tips",59.227231895401,0,0,0,"no"
2018-02-03,"tips",59.3748549392069,1,0,0,"no"
2018-02-03,"tips",59.9184781446396,1,1,0,"no"
2018-02-03,"tips",61.1812428411487,1,0,0,"no"
2018-02-03,"tips",59.6992974856019,0,0,0,"no"
2018-02-03,"tips",60.7528047179989,1,0,0,"no"
2018-02-03,"tips",61.8588355665101,0,1,0,"no"
2018-02-03,"tips",60.9845860228691,0,0,0,"no"
2018-02-03,"tips",58.4574702625119,1,0,0,"no"
2018-02-03,"tips",58.1641643997799,1,0,1,"no"
2018-02-03,"tips",62.0209340274906,1,0,0,"no"
2018-02-03,"tips",59.7937188652298,0,0,0,"no"
2018-02-03,"tips",59.5989880836166,1,0,0,"no"
2018-02-03,"tips",61.2506724633719,1,0,0,"no"
2018-02-03,"tips",57.762603516741,1,0,0,"no"
2018-02-03,"tips",58.3145760953232,1,0,0,"no"
2018-02-03,"tips",59.0068725232987,0,1,0,"no"
2018-02-03,"tips",60.0594423196731,0,0,0,"no"
2018-02-03,"tips",58.376090608132,1,0,0,"no"
2018-02-03,"tips",57.7871117571792,0,0,0,"no"
2018-02-03,"tips",59.4929610156845,0,0,0,"no"
2018-02-03,"tips",59.0552565868207,1,0,0,"no"
2018-02-03,"tips",62.5027105558453,1,0,0,"no"
2018-02-03,"tips",60.7437417705194,1,1,0,"no"
2018-02-03,"tips",60.2284152472981,1,0,1,"no"
2018-02-03,"tips",60.7403519043694,1,0,0,"no"
2018-02-03,"tips",59.2595949006623,0,0,0,"no"
2018-02-03,"tips",59.9927328784167,1,0,0,"no"
2018-02-03,"tips",61.6097100011287,0,0,0,"no"
2018-02-03,"tips",58.8361934105704,1,0,0,"no"
2018-02-03,"tips",60.0686172235271,1,0,0,"no"
2018-02-03,"tips",59.5694514535503,1,0,0,"no"
2018-02-03,"tips",58.651433857478,1,0,0,"no"
2018-02-03,"tips",62.3532063237792,0,0,0,"no"
2018-02-03,"tips",60.407279390614,1,0,0,"no"
2018-02-03,"tips",61.1782176545692,1,0,0,"no"
2018-02-03,"tips",60.1375866220166,1,0,0,"no"
2018-02-03,"tips",58.0455124936114,1,0,0,"no"
2018-02-03,"tips",59.5936528148622,1,0,0,"no"
2018-02-03,"tips",61.014792350608,1,0,0,"no"
2018-02-03,"tips",58.3884357864181,1,0,0,"no"
2018-02-03,"tips",60.8786126011111,0,0,0,"no"
2018-02-03,"tips",60.7899275510919,0,0,0,"no"
2018-02-03,"tips",61.0646872473092,0,0,0,"no"
2018-02-03,"tips",59.4165456984708,0,0,0,"no"
2018-02-03,"tips",60.2448020077185,0,1,0,"no"
2018-02-03,"tips",58.3514729041916,1,1,0,"no"
2018-02-03,"tips",58.811527207534,1,0,0,"no"
2018-02-03,"tips",59.4193259582253,1,0,0,"no"
2018-02-03,"tips",60.9728665033687,0,0,0,"no"
2018-02-03,"tips",59.3928097319764,1,0,0,"no"
2018-02-03,"tips",59.2552226685382,1,0,0,"no"
2018-02-03,"tips",60.3472879755158,1,0,0,"no"
2018-02-03,"tips",60.8410691369324,1,0,0,"no"
2018-02-03,"tips",59.6100306637881,1,1,0,"no"
2018-02-03,"tips",60.9322757277538,0,0,0,"no"
2018-02-03,"tips",61.1245710426169,1,0,0,"no"
2018-02-03,"tips",59.2866586966553,0,0,0,"no"
2018-02-03,"tips",59.4736571374029,0,0,0,"no"
2018-02-03,"tips",59.1446779822306,0,0,0,"no"
2018-02-03,"tips",60.1054661301966,0,0,0,"no"
2018-02-03,"tips",60.1654837511475,0,0,0,"no"
2018-02-03,"tips",60.0587671779719,1,0,0,"no"
2018-02-03,"tips",59.1900359730888,1,0,0,"no"
2018-02-03,"tips",59.0514069463564,0,0,0,"no"
2018-02-03,"tips",59.2957464526001,0,0,0,"no"
2018-02-03,"tips",62.1751557267267,1,0,0,"no"
2018-02-03,"tips",61.5732206063167,1,0,0,"no"
2018-02-03,"tips",59.4032671768354,1,0,0,"no"
2018-02-03,"tips",60.827477457012,1,0,0,"no"
2018-02-03,"tips",60.9125914243642,1,0,0,"no"
2018-02-03,"tips",60.4683946843167,1,0,0,"no"
2018-02-03,"tips",59.8699718611421,0,0,0,"no"
2018-02-03,"tips",59.2994238129938,1,0,0,"no"
2018-02-03,"tips",59.4840787140772,1,0,0,"no"
2018-02-03,"tips",60.5832951771752,1,0,0,"no"
2018-02-03,"tips",60.2137966639017,1,0,0,"no"
2018-02-03,"tips",60.8690780949978,0,0,0,"no"
2018-02-03,"tips",59.3863981518792,0,0,0,"no"
2018-02-03,"tips",60.2649107004055,0,0,0,"no"
2018-02-03,"tips",59.9442185244331,1,0,0,"no"
2018-02-03,"tips",61.0846979615485,1,1,0,"no"
2018-02-03,"tips",59.7589260586425,0,0,0,"no"
2018-02-03,"tips",61.5900965329358,0,0,0,"no"
2018-02-03,"tips",60.4420672577849,0,0,0,"no"
2018-02-03,"tips",59.8145699763849,1,0,0,"no"
2018-02-03,"tips",57.9846581717731,0,0,0,"no"
2018-02-03,"tips",59.3149939767143,1,0,0,"no"
2018-02-03,"tips",58.3587511142985,1,1,0,"no"
2018-02-03,"tips",58.6034329696271,1,0,0,"no"
2018-02-03,"tips",59.9175271085362,0,0,0,"no"
2018-02-03,"tips",59.8458063308908,0,0,0,"no"
2018-02-03,"tips",60.7515305876458,1,0,0,"no"
2018-02-03,"tips",59.6442694750796,0,0,0,"no"
2018-02-03,"tips",60.4747493265181,0,0,0,"no"
2018-02-03,"tips",60.1518303630903,0,0,0,"no"
2018-02-03,"tips",60.3673911600654,0,0,0,"no"
2018-02-03,"tips",58.5908767003113,1,0,0,"no"
2018-02-03,"tips",60.4219057364247,1,0,0,"no"
2018-02-03,"tips",59.7261336253037,1,0,0,"no"
2018-02-03,"tips",59.53891590311,0,0,0,"no"
2018-02-03,"tips",58.9739932675349,1,0,0,"no"
2018-02-03,"tips",60.0319796763868,1,0,0,"no"
2018-02-03,"tips",60.4812264263623,1,0,0,"no"
2018-02-03,"tips",58.8126018458391,1,1,0,"no"
2018-02-03,"tips",59.0486241583171,0,0,0,"no"
2018-02-03,"tips",60.0602408804884,0,0,0,"no"
2018-02-03,"tips",62.2208608366645,1,0,0,"no"
2018-02-03,"tips",59.4637189673405,0,0,0,"no"
2018-02-03,"tips",59.3422197358122,0,0,0,"no"
2018-02-03,"tips",61.0793242190468,0,1,0,"no"
2018-02-03,"tips",59.7335119012413,1,0,0,"no"
2018-02-03,"tips",61.8373837713131,0,0,0,"no"
2018-02-03,"tips",60.2750502530131,1,0,0,"no"
2018-02-03,"tips",60.6329994497309,1,0,0,"no"
2018-02-03,"tips",58.2619758227327,0,0,0,"no"
2018-02-03,"tips",58.8080190397133,1,0,0,"no"
2018-02-03,"tips",57.8025543571759,0,0,0,"no"
2018-02-03,"tips",59.9930170505347,1,0,0,"no"
2018-02-03,"tips",58.8556093934976,1,0,0,"no"
2018-02-03,"tips",61.28409483331,0,0,0,"no"
2018-02-03,"tips",60.5788087738472,0,0,0,"no"
2018-02-03,"tips",58.0292484701219,0,0,0,"no"
2018-02-03,"tips",60.3539578909524,1,1,0,"no"
2018-02-03,"tips",59.9987171731111,1,0,0,"no"
2018-02-03,"tips",58.3274509428226,0,0,0,"no"
2018-02-03,"tips",58.9601895211465,0,1,0,"no"
2018-02-03,"tips",59.8863708869132,0,0,0,"no"
2018-02-03,"tips",58.5951986364525,1,0,0,"no"
2018-02-03,"tips",61.5306509394298,1,0,1,"no"
2018-02-03,"tips",60.36075389001,1,0,0,"no"
2018-02-03,"tips",61.4599841032621,0,0,0,"no"
2018-02-03,"tips",59.7579814561675,1,0,0,"no"
2018-02-03,"tips",60.1778540250523,1,0,0,"no"
2018-02-03,"tips",59.85214897454,1,0,0,"no"
2018-02-03,"tips",58.7470947204916,1,0,0,"no"
2018-02-03,"tips",59.7889378107662,1,0,0,"no"
2018-02-03,"tips",59.1898719528394,1,0,0,"no"
2018-02-03,"tips",60.4798957135622,1,0,0,"no"
2018-02-03,"tips",59.4029213558075,1,0,0,"no"
2018-02-03,"tips",58.7092510424688,0,0,0,"no"
2018-02-03,"tips",59.2486899129517,1,0,0,"no"
2018-02-03,"tips",58.8803045763414,0,0,0,"no"
2018-02-03,"tips",61.278370582548,0,0,0,"no"
2018-02-03,"tips",59.7655318659794,1,1,0,"no"
2018-02-03,"tips",59.9869707142932,1,0,0,"no"
2018-02-03,"tips",59.2150259278833,1,0,0,"no"
2018-02-03,"tips",60.2305320272206,0,0,0,"no"
2018-02-03,"tips",59.2889494153702,1,0,0,"no"
2018-02-03,"tips",61.0958942003274,1,0,0,"no"
2018-02-03,"tips",61.1845719947755,0,0,0,"no"
2018-02-03,"tips",61.6491211029881,1,0,0,"no"
2018-02-03,"tips",58.8918824538896,1,0,0,"no"
2018-02-03,"tips",59.710356452938,1,0,0,"no"
2018-02-03,"tips",61.2228784063761,1,0,0,"no"
2018-02-03,"tips",59.733597412335,0,0,0,"no"
2018-02-03,"tips",62.0242472759109,1,0,0,"no"
2018-02-03,"tips",59.5156699622099,1,0,0,"no"
2018-02-03,"tips",58.6684576194996,0,0,0,"no"
2018-02-03,"tips",60.7952764991259,0,0,0,"no"
2018-02-03,"tips",60.715378601203,1,0,0,"no"
2018-02-03,"tips",59.8524156617638,1,0,0,"no"
2018-02-03,"tips",61.6657119813542,0,0,0,"no"
2018-02-03,"tips",59.1159939427653,1,0,0,"no"
2018-02-03,"tips",60.2423247967609,0,0,0,"no"
2018-02-03,"tips",59.1328653624721,0,0,0,"no"
2018-02-03,"tips",60.3570909409653,1,0,0,"no"
2018-02-03,"tips",61.9449789126225,0,0,0,"no"
2018-02-03,"tips",60.632775021848,0,0,0,"no"
2018-02-03,"tips",59.6070537253462,1,0,0,"no"
2018-02-03,"tips",60.8615460304273,1,0,0,"no"
2018-02-03,"tips",60.0003952594785,0,0,0,"no"
2018-02-03,"tips",60.2496189846376,0,0,0,"no"
2018-02-03,"tips",59.5296398124031,0,0,0,"no"
2018-02-03,"tips",58.7751679662861,1,0,0,"no"
2018-02-03,"tips",60.1762744069828,0,1,0,"no"
2018-02-03,"tips",59.2423032425413,0,0,0,"no"
2018-02-03,"tips",61.2133468561539,0,0,0,"no"
2018-02-03,"tips",58.3711748326962,0,1,0,"no"
2018-02-03,"tips",60.4690193903599,0,0,0,"no"
2018-02-03,"tips",59.6491636685028,0,0,0,"no"
2018-02-03,"tips",61.0128233358021,1,1,0,"no"
2018-02-03,"tips",60.0822613865638,0,0,0,"no"
2018-02-03,"tips",59.6706041872555,0,0,0,"no"
2018-02-03,"tips",58.4776014136959,0,0,0,"no"
2018-02-03,"tips",59.3847597079275,1,0,0,"no"
2018-02-03,"tips",59.973550129126,1,0,0,"no"
2018-02-03,"tips",58.9429620198001,1,0,0,"no"
2018-02-03,"tips",60.0917142023142,0,0,0,"no"
2018-02-03,"tips",58.7520053486978,0,0,0,"no"
2018-02-03,"tips",60.5092557317111,1,0,0,"no"
2018-02-03,"tips",60.3769479411542,0,0,0,"no"
2018-02-03,"tips",58.3298406162578,1,1,0,"no"
2018-02-03,"tips",61.4287622996638,1,0,0,"no"
2018-02-03,"tips",61.42145266053,0,0,0,"no"
2018-02-03,"tips",60.5331759794949,1,0,0,"no"
2018-02-03,"tips",61.7992161302454,1,0,0,"no"
2018-02-03,"tips",60.6796100086831,0,1,0,"no"
2018-02-03,"tips",62.1938544628525,1,1,0,"no"
2018-02-03,"tips",58.9365661153953,1,0,0,"no"
2018-02-03,"tips",59.1756155984249,1,0,0,"no"
2018-02-03,"tips",60.5525137113027,0,0,0,"no"
2018-02-03,"tips",60.1047126389018,1,0,0,"no"
2018-02-03,"tips",60.0988742269323,1,0,0,"no"
2018-02-03,"tips",59.3130585655434,0,0,0,"no"
2018-02-03,"tips",58.1184413509649,1,0,0,"no"
2018-02-03,"tips",60.4171586607455,1,0,0,"no"
2018-02-03,"tips",61.4555198777711,1,0,0,"no"
2018-02-03,"tips",60.5485972299469,1,0,0,"no"
2018-02-03,"tips",58.1528832248384,0,0,0,"no"
2018-02-03,"tips",60.4622397546729,1,0,0,"no"
2018-02-03,"tips",59.2051127306477,1,0,0,"no"
2018-02-03,"tips",59.0066990673641,1,0,0,"no"
2018-02-03,"tips",59.4890609460162,0,0,0,"no"
2018-02-03,"tips",59.7262084114771,1,0,0,"no"
2018-02-03,"tips",59.1572595647342,0,0,0,"no"
2018-02-03,"tips",61.5125646773616,1,0,0,"no"
2018-02-03,"tips",61.3636800865754,1,0,0,"no"
2018-02-03,"tips",59.1339179257731,1,0,0,"no"
2018-02-03,"tips",60.7453722161966,0,0,0,"no"
2018-02-03,"tips",59.8355401829323,1,0,0,"no"
2018-02-03,"tips",59.2885379905663,0,0,0,"no"
2018-02-03,"tips",60.078594132498,0,0,0,"no"
2018-02-03,"tips",59.8033850071294,1,0,0,"no"
2018-02-03,"tips",59.1636733073139,0,0,0,"no"
2018-02-03,"tips",62.3111096514393,1,0,0,"no"
2018-02-03,"tips",58.7662432691692,0,0,0,"no"
2018-02-03,"tips",58.4754027288168,1,0,0,"no"
2018-02-03,"tips",58.5439760312093,0,0,0,"no"
2018-02-03,"tips",60.7529349273581,1,0,0,"no"
2018-02-03,"tips",60.6763738856789,1,1,0,"no"
